Age,Annual Income,Credit Score,Experience,Loan Amount,Loan Duration,Number of Dependents,Monthly Debt Payment,Creditcard Utilizatio Rate,Number of Open Credit Lines,Number of Credit Inquries,Debt to Income Ratio,Bankruptcy History,Previous Loan Defaults,Payment History,Length of Credit History,Savings Account Balance,Checking Account Balance,Total Assets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved
46,49839,558,28,34869,108,3,565,0.288488656,1,1,0.260473076,1,0,26,20,15200,651,15851,29182,4153.25,0.908746817,5,5439,0.342460806,1045.150848,0.387684548,0
80,48462,656,61,29111,72,4,477,0.353579875,3,4,0.284267305,0,0,19,15,3972,2076,45290,66211,4038.5,0.886345198,7,5097,0.189980567,680.4873932,0.286613196,0
46,37268,535,23,26549,48,0,504,0.109871916,2,2,0.104144416,0,1,19,12,652,2447,29282,10542,3105.666667,0.918333089,8,18740,0.223858682,842.0263949,0.433409808,0
51,16619,617,29,22186,48,5,236,0.281497311,5,2,0.092377568,0,0,23,20,10910,2098,54770,43575,1384.916667,0.784347586,3,11195,0.215927232,694.0975599,0.671590993,0
47,30548,490,25,22280,84,0,920,0.021919536,1,1,0.21219409,0,0,28,26,1701,2417,21711,29011,2545.666667,0.711992803,2,6851,0.31156232,654.4659853,0.618488668,0
36,108416,604,9,60460,72,0,292,0.344963715,2,1,0.183829016,0,0,22,25,48211,772,67394,5965,9034.666667,0.871532212,3,61429,0.22769426,1546.860574,0.203533859,0
30,35795,510,6,18086,36,2,239,0.096626748,6,0,0.404420977,0,0,22,15,1038,4134,165933,34105,2982.916667,0.811141876,4,131828,0.246407452,715.6642372,0.320043885,0
37,20882,566,14,23838,48,2,671,0.127837931,3,2,0.245815681,0,0,24,25,2011,536,144098,56021,1740.166667,0.784486939,7,88077,0.218396123,748.9677588,0.815995264,0
34,21573,522,12,12419,48,0,194,0.432945635,4,1,0.408702448,0,0,28,15,2935,229,51753,3910,1797.75,0.920186293,7,47843,0.231705596,399.2086432,0.329972823,0
67,29708,626,42,44904,108,1,631,0.38950911,6,0,0.139038395,0,0,16,11,1303,5039,98472,15326,2475.666667,0.751187249,8,83146,0.331045567,1307.98557,0.783217545,0
18,77920,578,0,20677,36,2,1093,0.279277903,1,0,0.479770576,0,0,26,20,6127,2578,36486,94587,6493.333333,0.853444466,4,5109,0.234137448,804.8666365,0.292279256,0
48,35187,574,24,82538,48,1,572,0.040110544,2,2,0.210034661,0,1,25,9,7826,502,24320,13229,2932.25,0.715870672,4,11091,0.288651602,2917.633022,1.190087142,0
20,53299,544,0,36261,36,0,630,0.118683857,0,2,0.457003658,0,0,25,24,3678,1968,175920,10093,4441.583333,0.791706164,3,165827,0.281908423,1503.626162,0.480375128,0
53,36754,505,30,36455,36,1,674,0.439097853,0,0,0.182767575,0,0,34,14,3055,5057,138955,21422,3062.833333,0.798733349,6,117533,0.282110203,1512.068674,0.713740656,0
40,37426,601,19,38810,24,0,153,0.495080107,3,0,0.273687445,0,0,12,25,6120,1145,171618,1466,3118.833333,0.612297762,2,170152,0.211253005,1996.666475,0.689253399,0
27,29512,545,5,28201,60,1,455,0.08892625,3,2,0.238223981,0,0,15,18,2290,5251,24830,65744,1250,0.786623012,2,3661,0.298519061,909.83449,1.091867592,0
31,34589,445,10,91631,60,3,285,0.447921726,2,1,0.07125895,0,0,29,16,1428,1002,72147,55009,2882.416667,0.913455212,3,17138,0.396185064,3527.670993,1.322734162,0
31,32777,537,9,27822,60,2,392,0.31326842,4,2,0.206489602,0,1,21,15,4771,4937,120149,5740,2731.416667,0.82470881,6,114409,0.226000346,777.9351425,0.428325402,0
42,70901,575,22,20087,60,0,582,0.490621498,4,3,0.328179016,0,0,29,4,12504,522,43108,19402,5908.416667,0.896052007,5,23706,0.238828607,576.4971798,0.196075742,0
40,52184,574,19,38284,48,3,356,0.145847095,5,1,0.146371786,0,0,16,3,7697,4696,135135,52369,4348.666667,0.914426181,8,82766,0.228254072,1223.399309,0.363191624,0
32,43451,506,14,9077,36,0,564,0.099524223,2,2,0.294275675,0,0,23,1,1218,7400,58686,11575,3620.916667,0.705916367,5,47111,0.246564393,359.2526523,0.254977603,0
65,23881,599,43,17067,60,4,678,0.184632951,1,1,0.410319198,0,0,23,26,22121,3206,38426,91806,1990.083333,0.580963113,4,5423,0.219284181,470.677622,0.577200765,0
47,44248,550,24,21565,36,2,499,0.212509404,5,0,0.224881493,0,0,28,12,41840,1886,70635,20206,3687.333333,0.872024513,5,50429,0.232599733,837.699992,0.362511298,0
18,15885,551,0,35284,84,0,264,0.296569252,6,2,0.541806924,0,0,23,27,2316,3975,302488,23662,1323.75,0.848146664,1,278826,0.3252975,1069.581358,1.0074269,0
42,39637,599,16,28863,24,4,337,0.657760451,4,1,0.109721187,0,0,25,7,823,554,197025,22402,3303.083333,0.711036907,5,174623,0.245088583,1533.358804,0.566246327,0
32,48777,549,8,32798,72,3,176,0.501565533,4,0,0.289103819,0,0,30,4,1382,446,100090,30965,4064.75,0.804443088,4,69125,0.296601346,979.5255675,0.284279616,0
50,43208,564,26,13574,84,3,361,0.722249166,4,1,0.340826994,0,0,33,6,2108,678,23314,73184,3600.666667,0.791042528,3,2671,0.2052592,305.740133,0.185171302,0
30,18662,544,11,28715,60,1,511,0.276851053,4,0,0.427403284,0,0,25,12,3730,149,94880,7676,1555.166667,0.892980688,7,87204,0.263870383,866.3323773,0.885649369,0
38,42209,582,16,29658,48,0,395,0.284773132,3,1,0.185024972,0,0,36,1,794,524,116610,14222,3517.416667,0.911974991,7,102388,0.243953539,973.3988691,0.389035192,0
46,99222,450,24,44563,120,1,281,0.391776405,1,0,0.21913933,0,0,32,21,8172,1353,20670,6849,8268.5,0.663548924,5,13821,0.420091258,1585.568565,0.22574452,0
50,27279,634,29,14474,72,0,590,0.101432007,3,0,0.169137765,0,0,21,28,1524,5782,117515,46510,2273.25,0.646644685,1,71005,0.202603629,348.8810901,0.413012687,0
25,15000,603,4,33259,48,2,253,0.063175851,1,1,0.122754547,0,1,19,9,2500,627,125998,47479,1250,0.57169522,3,78519,0.205886366,1022.543468,1.020434774,0
35,75376,610,16,20920,36,3,448,0.745474629,4,0,0.51654335,1,0,22,8,1654,860,5522,12731,6281.333333,0.910201615,4,4964,0.170240778,746.1057714,0.190103869,0
34,25096,602,14,9999,96,3,312,0.019379253,1,0,0.416851356,0,1,28,24,4662,1263,146709,21671,2091.333333,0.77247001,1,125038,0.209118133,215.2315764,0.252103081,0
32,34817,606,8,36726,48,0,570,0.256383061,3,1,0.234471781,0,0,26,1,3099,669,46874,110774,2901.416667,0.893042044,9,2880,0.258782232,1235.786942,0.622381116,0
61,68306,583,39,25261,24,2,441,0.037560896,3,3,0.59425357,0,0,25,3,2656,298,24326,20178,5692.166667,0.809008399,8,4148,0.215562773,1304.965384,0.306731248,0
24,92237,622,2,29532,96,0,417,0.475562418,4,2,0.351477418,0,0,23,17,1961,1088,143116,99055,7686.416667,0.923623511,7,44061,0.2765456,766.6109642,0.153987354,0
51,52241,628,26,25118,12,0,1434,0.447699533,4,2,0.073397528,0,0,24,23,917,645,18952,37802,4353.416667,0.843920572,7,4632,0.171683872,2292.888651,0.856083609,0
65,66407,579,42,44037,48,1,235,0.236406129,3,1,0.387217726,0,0,24,19,2825,1628,43020,11353,5533.916667,0.815255778,5,31667,0.276122238,1525.028517,0.318043914,0
52,20071,565,28,12684,36,0,484,0.334568913,3,2,0.179396674,0,0,33,7,6135,440,93068,38320,1672.583333,0.822752252,9,54748,0.24783323,502.8612117,0.590022148,0
21,69356,589,0,18957,72,1,530,0.339253518,3,0,0.483483269,0,0,11,16,1945,769,9667,61996,5779.666667,0.931376292,1,2166,0.217521186,473.5307313,0.173631247,0
34,31043,536,13,13424,96,2,852,0.164851798,1,0,0.427270661,0,0,25,19,2254,1243,52754,10360,2586.916667,0.460271358,1,42394,0.257274015,330.9964318,0.457299784,0
31,34233,599,5,26572,60,0,189,0.580171327,6,1,0.393475912,0,0,25,17,987,95,19661,15644,2852.75,0.721205265,3,4017,0.229287846,747.9903768,0.328451626,0
45,81867,632,20,35991,36,0,390,0.224391972,1,0,0.29120211,0,0,31,13,1014,1142,24707,4629,6822.25,0.961576088,1,20078,0.223108849,1380.30779,0.259490313,0
28,45466,589,5,31671,84,0,256,0.388166445,2,0,0.585733782,1,1,19,15,3160,709,295715,36072,3788.833333,0.843563756,3,259643,0.25537716,812.5654158,0.282030198,0
39,75932,530,14,29901,12,2,350,0.182524911,1,2,0.180458703,0,0,17,20,4763,329,228464,157337,6327.666667,0.966436643,6,71127,0.233539222,2818.085851,0.500672051,0
27,29349,570,9,31897,96,2,389,0.147994177,5,2,0.071928095,0,0,29,4,11187,1186,56865,54858,2445.75,0.545946378,2,2007,0.3382764,966.1578163,0.55408681,0
36,15000,575,16,16449,12,1,195,0.272116971,4,0,0.073249963,0,0,26,29,587,1172,69490,143736,1250,0.656603159,2,7278,0.215628687,1536.07551,1.384860408,0
25,22698,630,2,7604,36,1,165,0.221657507,5,2,0.302651635,0,0,22,8,3441,681,121192,18803,1891.5,0.710975318,2,102389,0.203860793,284.0899501,0.237425297,0
22,28842,462,1,23503,120,2,255,0.408982411,7,0,0.294992691,0,0,23,28,2048,1157,37410,12303,2403.5,0.62484319,10,25107,0.334279843,679.8636346,0.388959282,0
41,80502,588,19,51696,36,2,430,0.230271047,4,1,0.26090696,0,0,25,17,4479,253,25948,87065,6708.5,0.901259721,4,2473,0.210562257,1949.142981,0.354646043,0
57,26541,617,35,28122,48,0,410,0.112461056,2,2,0.118816761,0,0,16,26,3388,79,117767,50710,2211.75,0.872977466,7,67057,0.227746562,897.8830169,0.591334019,0
22,19683,578,0,16797,96,1,339,0.12604655,3,0,0.077114597,0,1,20,21,1128,1296,17621,28738,1640.25,0.876650895,8,10776,0.26068246,417.9994316,0.461514666,0
53,45788,635,29,31589,24,3,86,0.227912868,3,0,0.319573794,0,0,23,12,12430,3377,99320,75842,3815.666667,0.564003575,6,23478,0.190670142,1593.386504,0.440129249,0
40,16070,562,18,27411,96,1,371,0.149837846,3,0,0.272989871,0,0,17,2,1321,1003,108513,4811,1339.166667,0.95081113,9,103702,0.291953051,740.5761326,0.830050628,0
28,42043,521,6,28140,108,0,470,0.20185276,2,0,0.117037602,0,0,16,14,2373,6029,13431,47593,3503.583333,0.842835988,4,1357,0.375168,912.6040172,0.394625698,0
42,28481,632,17,12820,36,0,412,0.091495028,4,0,0.414573854,0,0,20,27,2701,3032,13578,6641,2373.416667,0.81073808,9,6937,0.148100631,443.2180126,0.360332016,0
32,16274,597,11,15725,36,1,503,0.283038183,2,1,0.51404643,0,0,21,4,3453,1134,317610,19193,1356.166667,0.566069499,3,298417,0.20275624,586.6080734,0.803447025,0
40,25192,560,20,21634,36,2,480,0.371813064,4,1,0.319135129,0,0,32,25,5336,2204,143091,57162,2099.333333,0.897095603,7,85929,0.221748283,828.1702131,0.623136018,0
35,78101,526,12,14215,36,4,345,0.164551366,7,0,0.156237431,0,0,25,11,3210,212,28446,8541,6508.416667,0.526690606,0,19905,0.238078753,556.2620536,0.138476391,0
41,73312,561,20,41720,24,2,160,0.38480323,5,1,0.383632033,0,1,21,28,2477,1062,75346,19872,6109.333333,0.870096325,2,55474,0.21877254,2161.828564,0.380046142,0
25,15000,534,3,19820,60,3,497,0.252124062,1,1,0.238207172,0,0,32,20,2582,994,61743,14099,1250,0.759309215,5,47644,0.272035153,607.6233827,0.883698706,0
65,49341,631,38,33548,36,0,487,0.409368856,3,1,0.256680768,0,0,19,18,4896,923,81454,42926,4111.75,0.652381204,3,38528,0.187196394,1224.985944,0.416364308,0
18,47185,531,0,18490,48,2,231,0.128426571,0,1,0.07597366,0,1,32,23,26725,2057,28782,11470,3932.083333,0.909442159,3,17312,0.214911033,577.4510229,0.205603736,0
34,23559,598,11,52609,96,1,425,0.67138858,2,1,0.456998732,0,0,28,15,924,1543,23710,8274,1963.25,0.905999133,8,15436,0.273626053,1355.197823,0.906760638,0
50,18856,580,27,16282,36,0,355,0.087636668,3,1,0.191062761,0,0,26,10,8849,4164,71576,29120,1571.333333,0.750518727,6,42456,0.21690037,619.2091247,0.619988836,0
50,22787,627,25,20061,60,0,328,0.356472638,3,1,0.21788011,0,0,24,27,3563,2273,109630,150658,1898.916667,0.799384535,8,2918,0.187447236,517.5796302,0.445295807,0
43,30579,571,16,53420,120,0,533,0.208347198,0,1,0.583125688,0,0,32,16,2158,380,19003,7544,2548.25,0.565549626,3,11459,0.331470268,1533.908183,0.811108872,0
49,15004,583,26,44032,84,0,675,0.280954011,5,1,0.199247732,0,0,28,24,1308,1581,28871,55539,1250.333333,0.984450028,5,2329,0.294125902,1241.6603,1.532919462,0
30,26960,603,7,12517,36,5,454,0.165659434,3,1,0.399609817,0,0,26,10,14928,3283,82498,34140,2246.666667,0.805558778,6,48358,0.199492671,464.8530745,0.408985048,0
33,18391,552,9,9769,96,4,423,0.118647403,2,1,0.318222048,0,0,28,19,1101,2000,33399,1830,1532.583333,0.780627478,5,31569,0.265035366,245.9651113,0.436495097,0
48,51404,563,28,9446,12,2,191,0.060826191,7,3,0.241505611,0,0,31,2,4899,2393,77301,40986,4283.666667,0.953002185,3,36315,0.194515643,872.5480581,0.248279836,0
41,40358,619,16,10669,60,4,367,0.031506159,2,1,0.460580097,0,0,28,8,2366,529,66332,6591,3363.166667,0.71686711,9,59741,0.224986695,297.6990773,0.197640838,0
55,63122,656,34,18914,24,3,373,0.195690866,2,1,0.201938864,0,0,24,6,975,893,49916,6340,5260.166667,0.81717025,4,43576,0.163762159,929.4918424,0.247614177,0
46,120353,511,24,24013,72,3,624,0.18240989,2,1,0.025377308,0,0,20,9,1280,957,22872,42977,10029.41667,0.604864207,4,3694,0.288520797,704.7348598,0.132483763,0
37,41312,545,12,36289,36,1,850,0.465417334,4,2,0.414329565,0,0,20,7,3994,520,84698,14701,3442.666667,0.589710725,4,69997,0.266026945,1473.782084,0.674994796,0
37,57679,403,18,18371,72,3,1535,0.305536693,3,2,0.492211235,0,0,27,11,2748,515,39359,11556,4806.583333,0.866012036,6,27803,0.342047412,603.4050474,0.444890871,0
53,35808,611,33,53571,24,1,268,0.315160432,1,1,0.297502656,0,0,29,29,1099,790,100845,38596,2984,0.845095803,0,62249,0.241044937,2835.152245,1.039930377,0
49,61971,494,26,24754,108,0,879,0.520573694,2,3,0.232919234,0,0,23,12,965,359,103736,3795,5164.25,0.814061928,9,99941,0.286708827,641.5218098,0.294432262,0
40,36971,611,20,29198,48,4,293,0.030118087,3,1,0.068491577,0,0,31,28,2250,666,11131,7166,3080.916667,0.808526138,4,3965,0.233600175,941.6075213,0.400727334,0
48,92250,498,26,36697,96,3,546,0.376525348,3,0,0.127805731,0,0,25,28,2542,2870,57738,14788,7687.5,0.804456076,6,42950,0.305424089,1025.89422,0.204474045,0
36,51610,476,11,19238,96,0,193,0.278101538,3,3,0.25436203,0,0,23,22,1200,6702,198224,44503,4300.833333,0.854145126,5,153721,0.365242985,620.4303003,0.189133184,0
43,37703,467,23,8927,120,0,287,0.288002261,5,0,0.124280722,0,0,27,25,3812,1290,466949,11555,3141.916667,0.977857854,4,455394,0.361111398,276.5175786,0.179354718,0
41,34960,545,21,36928,48,4,721,0.035392265,0,1,0.274058417,0,0,18,1,23215,289,39792,38466,2913.333333,0.940017416,9,1326,0.282012851,1291.276832,0.690712871,0
47,28900,599,23,17636,60,3,603,0.152461876,2,0,0.251340091,1,0,18,18,2950,1809,64485,5287,2408.333333,0.647759416,7,59198,0.188007632,455.5563382,0.439538964,0
30,27888,530,8,25677,48,2,777,0.090745881,4,1,0.399917399,0,0,19,21,3254,115,61835,14281,2324,0.649759338,6,47554,0.255648474,859.4848346,0.704167313,0
65,75116,610,45,6549,108,3,267,0.471235476,3,2,0.114880048,1,0,25,10,2150,914,20489,58924,6259.666667,0.839028154,7,1381,0.222488907,140.7821857,0.065144393,0
27,19399,546,5,32442,48,3,133,0.421913573,1,1,0.210766332,0,0,28,13,1713,7180,44361,44451,1616.583333,0.9469573,4,2484,0.212549448,1009.043029,0.706454784,0
25,62204,380,1,14467,120,1,243,0.254396834,0,3,0.580347636,0,0,21,24,2205,432,203821,14663,5183.666667,0.699325221,9,189158,0.419029068,513.5265511,0.14594429,0
53,28908,589,31,8569,36,3,434,0.138129424,4,0,0.193536542,0,0,22,26,8040,2065,68774,227607,2409,0.825821287,13,2610,0.182596528,310.9071717,0.309218419,0
49,46181,585,24,32753,72,4,374,0.551937232,4,2,0.536602643,0,0,17,26,2437,643,209751,90750,3848.416667,0.843947254,3,119001,0.27313778,929.3381649,0.338668673,0
47,25914,438,27,25725,24,0,305,0.725821811,1,2,0.28686481,0,1,20,17,3581,700,49934,46267,2159.5,0.763478246,8,3667,0.289737971,1424.803437,0.801020346,0
39,15778,549,19,27129,36,5,790,0.5599293,3,0,0.567603345,0,1,18,20,584,328,47152,155919,1314.833333,0.701502754,4,7394,0.253829261,1084.146208,1.425386899,0
29,103112,610,9,36161,60,1,466,0.299161862,2,1,0.447830165,0,0,28,11,4669,289,31789,20308,8592.666667,0.915461469,4,11481,0.236155123,1032.224007,0.174360774,0
40,25013,563,19,29653,36,2,136,0.536028948,5,2,0.757503613,0,0,23,22,4186,303,65301,28925,2084.416667,0.753006809,6,36376,0.253597141,1184.646876,0.633581039,0
31,26923,510,6,17955,36,2,1307,0.499215316,0,0,0.096141837,0,0,26,12,6987,3033,73115,26009,2243.583333,0.894924059,6,47106,0.235268598,699.9731274,0.89453915,0
51,74246,583,27,26795,48,1,349,0.156633692,3,1,0.309761579,0,0,28,12,5625,494,111694,7718,6187.166667,0.885903171,4,103976,0.265944404,912.4393446,0.203879968,0
38,87561,591,17,34138,72,2,410,0.464392078,3,1,0.806625837,0,0,22,6,292,120,42766,9396,7296.75,0.741563829,3,33370,0.261503703,943.8250646,0.185538091,0
30,15000,498,8,5936,60,2,298,0.161132082,1,1,0.244411705,0,1,24,13,1815,3157,175586,12525,1250,0.802069822,4,163061,0.250039432,174.2431785,0.377794543,0
36,64483,525,11,17279,36,1,177,0.282608963,5,0,0.259442721,0,0,14,16,8642,5221,203499,44720,3053.166667,0.931596054,8,158779,0.27531956,710.359331,0.290635733,0
44,66790,596,18,15671,72,0,558,0.140156595,1,2,0.399428464,1,0,23,20,4065,1779,90708,66997,5565.833333,0.748008853,2,23711,0.21015075,384.6422075,0.169362277,0
30,23058,618,12,63485,60,1,432,0.483357214,4,2,0.342436918,0,0,30,11,10250,1380,25986,24121,1921.5,0.789000871,6,1865,0.229956214,1789.512352,1.156134453,0
42,67760,542,19,48408,120,0,413,0.204303652,2,2,0.516398673,0,0,26,4,38858,1080,112182,21085,5646.666667,0.925482565,5,91097,0.317614009,1339.533951,0.310366107,0
42,31104,476,18,13149,48,0,655,0.342653316,5,1,0.504290744,0,0,22,19,15006,1172,36128,5869,2592,0.515890647,2,30259,0.293660809,468.6071631,0.433490418,0
34,27943,530,10,13164,60,0,479,0.099272064,5,1,0.206122089,1,0,18,2,3527,110,132827,25983,2328.583333,0.97833589,5,106844,0.29721356,423.6498007,0.387639037,0
42,37699,487,19,29471,96,2,355,0.250962845,2,0,0.039652163,0,0,22,21,2367,538,67092,11274,3141.583333,0.855189653,5,55818,0.298676893,809.9927469,0.370829809,0
22,55160,566,2,19802,60,2,809,0.397515866,3,3,0.123009511,0,0,24,20,2491,2251,18277,10779,4596.666667,0.921980253,4,7498,0.212660972,538.6789785,0.293186145,0
23,81109,465,2,46928,24,2,352,0.36722211,4,0,0.132465209,0,0,28,28,3308,1571,183773,4190,6759.083333,0.936622148,5,179583,0.278404345,2571.993267,0.432602044,0
31,65622,431,9,35136,48,0,342,0.126234,6,1,0.429248309,0,0,22,21,8234,138,14679,53780,5468.5,0.781250914,4,6038,0.360098551,1390.815435,0.316872165,0
43,46001,476,22,55889,36,1,239,0.165889277,7,2,0.118399411,0,0,26,12,5012,437,18356,75930,3833.416667,0.710361307,1,8639,0.312133551,2409.871006,0.690994806,0
50,62852,609,27,51450,48,2,390,0.397877032,6,0,0.256499371,0,0,24,27,7822,571,71768,23421,5237.666667,0.901655614,4,48347,0.238039966,1671.794314,0.393647486,0
38,35591,559,12,10270,12,3,533,0.209964427,5,4,0.534658913,0,0,29,9,935,921,54814,56231,2965.916667,0.683003038,2,4165,0.208267278,955.4246117,0.501843032,0
27,59387,544,8,18400,72,1,720,0.198121196,5,0,0.40680783,0,0,20,20,5790,545,32190,4819,4948.916667,0.629915083,6,27371,0.27233742,521.1591507,0.25079411,0
39,19530,533,15,16936,60,2,643,0.267421628,2,0,0.111499053,0,0,20,14,7280,1233,90564,11153,1627.5,0.841063961,7,79411,0.247165702,494.2837883,0.698791882,0
36,64412,584,9,20574,48,0,459,0.253864646,2,1,0.124853866,0,0,29,25,3468,381,25288,179431,5367.666667,0.921232958,6,3469,0.221677081,650.0807133,0.206622501,0
43,25619,511,19,13628,72,0,435,0.286969558,4,1,0.211247191,0,0,21,13,2991,948,39674,14261,2134.916667,0.905465838,6,25413,0.248265559,365.6507737,0.37502671,0
30,22019,545,9,10094,48,2,175,0.159378706,2,2,0.100713435,0,0,20,24,2444,5271,27005,5841,1834.916667,0.837439454,5,21164,0.234654523,326.1070993,0.27309529,0
46,34332,598,26,34356,48,2,617,0.01718513,6,0,0.342591003,1,0,20,19,1411,3152,97165,17006,2861,0.679688129,2,80159,0.191225634,1029.471764,0.575488208,0
44,37382,577,22,61563,12,4,280,0.161079703,0,1,0.370010247,0,0,18,2,1661,478,277777,9042,3115.166667,0.828365637,3,268735,0.198301569,5697.855029,1.918951911,0
48,15248,515,27,19403,36,0,212,0.163442093,3,1,0.455102908,0,0,23,29,3845,292,30509,40003,1270.666667,0.887380674,4,5376,0.205161366,726.1978379,0.738350869,0
35,39345,601,13,17206,24,0,357,0.448204599,4,1,0.024090967,0,0,26,2,16757,2328,63640,44716,3278.75,0.629622408,5,18924,0.190269452,867.5559344,0.373482557,0
42,20078,611,20,23166,60,1,282,0.441554737,3,0,0.160886868,0,0,18,26,4448,2127,58499,10295,1673.166667,0.832166491,4,48204,0.25650097,688.8102389,0.580223273,0
41,41973,650,21,21299,84,0,490,0.426639166,0,0,0.531114225,0,0,34,15,6975,1209,102275,124307,3497.75,0.839689031,6,7651,0.204642944,478.9422594,0.277018729,0
30,52828,652,5,26629,12,0,268,0.307575783,4,0,0.11274731,0,0,25,19,1393,748,188775,35689,4402.333333,0.653859298,7,153086,0.188442133,2452.058082,0.617867362,0
45,126823,460,20,21640,60,3,429,0.164029056,1,0,0.05095318,1,1,18,4,12681,2976,15657,7751,10568.58333,0.834052717,7,7906,0.324803903,733.4517144,0.109991252,0
57,34903,535,31,54146,48,1,295,0.539104759,6,1,0.343775288,0,0,21,26,6496,603,116848,43380,2908.583333,0.942439324,6,73468,0.27727168,1878.660902,0.747326328,0
30,58410,618,7,33096,108,3,187,0.461770287,3,1,0.36758193,0,0,22,15,2358,210,59893,12503,4867.5,0.66955074,0,47390,0.265180054,807.569246,0.204328556,0
50,59113,615,28,15411,24,1,1408,0.387590429,4,1,0.044416009,0,1,26,1,3532,1047,80555,2437,4926.083333,0.905191472,6,78118,0.197540284,782.5046463,0.444674704,0
42,45271,568,23,20946,24,2,384,0.56715386,4,2,0.338224429,0,0,26,4,7825,1417,35166,35863,3772.583333,0.75040252,3,3434,0.20886594,1075.157459,0.386779384,0
66,47088,475,40,22865,12,0,489,0.333944485,1,0,0.324120581,0,0,21,11,7611,1079,152278,56712,3924,0.85181921,5,95566,0.271500595,2197.112353,0.684534239,0
30,39186,544,7,15937,36,3,495,0.060394008,3,1,0.424074317,0,1,27,11,4190,4018,152259,10213,3265.5,0.956233238,5,142046,0.25191753,635.2697275,0.346124553,0
29,35052,506,9,14359,84,0,516,0.415672173,1,3,0.246271178,0,0,27,13,3494,171,178279,1516,2921,0.894383745,3,176763,0.309383851,419.6663192,0.320323971,0
32,77345,589,14,29198,60,1,1014,0.080792666,1,4,0.137913905,0,0,27,21,1197,1034,62263,14168,6445.416667,0.8941203,6,48095,0.235801783,832.8671917,0.286539612,0
18,23423,570,0,52430,12,4,215,0.804508504,3,1,0.299991619,0,0,19,21,5012,4126,222980,23859,1951.916667,0.886948124,4,199121,0.228612698,4928.911886,2.635313266,0
30,119257,521,9,49386,60,1,425,0.39772705,4,1,0.442142842,0,0,22,14,1524,4180,160193,176809,9938.083333,0.758934485,1,6861,0.338206172,1715.609141,0.215394565,0
44,15132,551,21,12154,36,3,195,0.356823844,4,1,0.339334241,0,0,29,11,3959,1311,26658,173022,1261,0.732537038,5,2077,0.232220277,471.8855919,0.528854553,0
51,35954,603,27,21732,108,2,503,0.285354601,4,0,0.422711193,0,0,27,21,5430,1385,22133,42978,2996.166667,0.833846656,5,8380,0.296040132,577.6828553,0.360688498,0
33,27379,557,10,42959,24,0,817,0.11386875,3,3,0.037282998,0,0,13,17,13305,2213,196337,9239,2281.583333,0.665739065,10,187098,0.25869457,2311.570055,1.371227607,0
29,40688,550,7,22853,48,0,145,0.442966034,3,1,0.534230848,0,0,27,17,4947,3518,62255,35939,3390.666667,0.848859487,4,26316,0.290269739,809.9624503,0.281644451,0
24,21210,572,3,23434,60,3,385,0.631931223,4,1,0.139674101,0,0,25,18,519,446,31696,10550,1767.5,0.798758697,4,21146,0.251914039,690.451001,0.608458841,0
61,55593,643,37,23776,96,0,860,0.490027219,2,0,0.192211885,0,0,17,19,224,51,62353,5221,4632.75,0.847585718,6,57132,0.238002169,555.9367792,0.305636345,0
34,27349,484,9,47668,108,2,396,0.729645319,5,0,0.040775208,0,0,24,1,42091,1261,153976,26773,2279.083333,0.833784878,5,127203,0.300815263,1283.470365,0.73690608,0
19,33191,576,0,19786,36,1,523,0.094512934,2,1,0.256294097,0,0,26,4,1166,6425,595464,6806,2765.916667,0.875170668,8,588658,0.22905817,764.9396255,0.465646576,0
56,24858,536,32,6505,48,1,827,0.434300874,0,1,0.21235318,0,0,32,16,10324,1064,157789,41509,2071.5,0.901808108,7,116280,0.211294611,201.8850804,0.496686015,0
38,86622,627,13,23891,84,0,338,0.231810737,6,2,0.448737483,1,0,35,24,2082,1579,110529,33445,7218.5,0.895267686,4,77084,0.241911595,592.4204355,0.128893875,0
54,31769,526,30,26082,60,4,568,0.296859132,3,2,0.276995557,0,0,32,5,1607,1652,12682,7411,2647.416667,0.811310536,7,5271,0.273206879,801.4291353,0.517269968,0
20,15000,542,0,17597,36,3,347,0.457034191,4,1,0.098785555,0,0,24,9,21806,2838,24644,4478,1250,0.713543758,6,20166,0.218963559,671.094251,0.814475401,0
40,61340,617,13,24442,24,1,174,0.033005207,4,1,0.192126907,0,0,28,26,1887,2293,49705,6824,5111.666667,0.793594004,6,42881,0.198417829,1242.106853,0.277034272,0
40,29436,561,19,48570,24,0,286,0.45104397,7,0,0.187535749,0,0,25,7,5928,1842,18180,4725,2453,0.771818047,4,13455,0.255491549,2605.65648,1.178824493,0
34,40420,607,14,46281,24,0,434,0.201322736,3,2,0.376265883,0,0,25,5,4169,3015,19441,27821,3368.333333,0.485104492,3,1912,0.229268895,2422.209424,0.847959255,0
47,25328,567,27,18232,48,0,356,0.099113405,5,0,0.749614396,0,0,26,19,1735,7943,26445,16616,2110.666667,0.942245021,2,9829,0.245696918,600.1533155,0.453010099,0
38,49168,617,18,16722,36,0,315,0.184502926,3,0,0.374323021,0,0,25,21,663,1650,100987,54061,4097.333333,0.858169139,6,46926,0.193657199,616.0583815,0.227235205,0
